parent_id,parenting_style,child_mental_health,communication_skills,emotional_wellbeing,social_skills,academic_performance,parent_involvement
3346,Uninvolved,39,66,80,86,60,70
3347,Overprotective,34,72,71,66,62,80
3348,Helicopter,60,89,86,70,64,56
3349,Laissez-faire,54,58,88,71,67,80
3350,Permissive,82,86,79,71,74,61
3351,Authoritarian,46,87,83,63,58,86
3352,Permissive,57,70,80,80,86,88
3353,Laissez-faire,30,70,55,61,61,81
3354,Helicopter,74,76,75,54,79,70
3355,Laissez-faire,31,60,62,72,81,54
3356,Authoritarian,78,88,78,73,87,64
3357,Uninvolved,76,79,75,58,87,72
3358,Neglectful,69,77,88,56,52,70
3359,Authoritarian,31,69,71,56,84,81
3360,Laissez-faire,89,87,53,67,82,80
3361,Laissez-faire,56,53,84,70,61,56
3362,Overprotective,37,67,54,86,70,82
3363,Overprotective,56,78,77,50,75,70
3364,Indulgent,66,85,70,88,70,72
3365,Overprotective,46,76,58,51,52,60
3366,Authoritative,33,50,59,73,79,50
3367,Neglectful,73,84,89,63,74,59
3368,Helicopter,79,54,82,88,60,62
3369,Authoritarian,67,55,89,52,83,83
3370,Laissez-faire,60,85,54,70,88,63
3371,Indulgent,34,54,58,83,79,75
3372,Indulgent,89,81,66,84,80,80
3373,Helicopter,54,88,82,69,71,79
3374,Neglectful,57,80,66,87,77,76
3375,Authoritarian,48,89,55,58,81,69
3376,Permissive,66,59,76,64,56,53
3377,Overprotective,71,80,76,80,50,86
3378,Uninvolved,52,57,63,58,88,65
3379,Indulgent,86,76,54,62,54,55
3380,Overprotective,80,78,66,87,76,56
3381,Overprotective,65,63,53,81,57,89
3382,Authoritative,74,72,56,69,58,57
3383,Neglectful,42,53,86,70,82,50
3384,Uninvolved,46,83,63,68,77,63
3385,Permissive,79,87,62,76,72,61
3386,Laissez-faire,80,76,78,60,64,58
3387,Authoritative,59,68,83,64,81,75
3388,Overprotective,87,80,83,57,68,74
3389,Overprotective,84,52,87,58,80,62
3390,Positive Reinforcement,52,78,88,88,76,58
3391,Uninvolved,78,62,74,86,52,82
3392,Uninvolved,86,76,84,69,55,82
3393,Positive Reinforcement,32,81,69,59,73,54
3394,Uninvolved,42,86,80,68,63,88
3395,Overprotective,61,52,74,59,57,54
3396,Indulgent,74,88,78,71,75,54
3397,Authoritarian,64,55,83,74,74,84
3398,Overprotective,31,52,59,73,70,60
3399,Authoritative,76,62,68,75,87,64
3400,Neglectful,32,60,88,64,74,62
3401,Positive Reinforcement,83,76,60,80,76,57
3402,Permissive,77,51,89,84,61,67
3403,Laissez-faire,58,89,89,56,67,52
3404,Permissive,39,61,85,76,64,59
3405,Overprotective,49,89,72,54,88,79
3406,Authoritative,63,61,87,62,64,57
3407,Overprotective,44,72,74,53,75,76
3408,Neglectful,69,80,70,78,88,69
3409,Indulgent,74,59,87,60,67,55
3410,Laissez-faire,30,84,76,78,73,69
3411,Neglectful,55,55,51,57,69,75
3412,Positive Reinforcement,85,74,55,83,87,51
3413,Positive Reinforcement,61,80,84,67,66,85
3414,Overprotective,31,79,58,75,50,74
3415,Authoritative,61,64,69,67,50,58
3416,Neglectful,70,52,82,73,55,67
3417,Helicopter,58,67,78,84,76,66
3418,Authoritative,81,66,76,82,74,84
3419,Indulgent,49,63,50,67,89,89
3420,Positive Reinforcement,52,65,62,80,79,60
3421,Overprotective,80,76,52,78,65,57
3422,Uninvolved,41,86,50,50,74,87
3423,Positive Reinforcement,73,82,69,66,51,50
3424,Laissez-faire,39,69,89,84,75,83
3425,Authoritarian,48,74,75,73,64,57
3426,Uninvolved,81,63,61,52,80,64
3427,Overprotective,39,86,55,86,57,89
3428,Helicopter,48,54,58,71,55,56
3429,Uninvolved,55,86,85,70,70,72
3430,Laissez-faire,53,59,69,65,84,59
3431,Authoritative,38,59,59,66,86,62
3432,Helicopter,58,58,59,88,61,59
3433,Positive Reinforcement,58,63,80,51,77,89
3434,Helicopter,66,82,69,82,64,59
3435,Neglectful,57,78,74,80,73,62
3436,Laissez-faire,32,73,80,61,64,54
3437,Uninvolved,52,55,58,66,56,57
3438,Neglectful,80,75,73,83,84,86
3439,Helicopter,83,88,53,51,54,64
3440,Neglectful,88,52,86,73,69,74
3441,Permissive,33,89,73,82,67,66
3442,Laissez-faire,84,81,63,64,58,55
3443,Indulgent,43,75,57,58,82,79
3444,Authoritative,67,52,76,61,61,84
3445,Helicopter,42,61,79,86,56,55
3446,Laissez-faire,57,63,63,89,67,67
3447,Indulgent,68,68,89,54,73,80
3448,Indulgent,73,53,89,51,57,82
3449,Overprotective,89,61,67,77,72,71
3450,Neglectful,49,84,62,70,89,69
3451,Indulgent,57,72,78,63,67,62
3452,Permissive,89,52,77,50,52,67
3453,Laissez-faire,61,52,53,71,74,89
3454,Authoritarian,43,88,76,53,62,68
3455,Authoritarian,42,65,85,57,58,71
3456,Helicopter,40,62,73,51,87,69
3457,Positive Reinforcement,67,68,73,65,80,82
3458,Neglectful,87,77,52,65,71,73
3459,Positive Reinforcement,68,87,68,85,68,52
3460,Indulgent,71,58,88,80,51,67
3461,Laissez-faire,85,66,58,61,66,67
3462,Helicopter,87,56,71,79,60,74
3463,Uninvolved,44,57,71,77,71,69
3464,Indulgent,38,86,65,75,70,79
3465,Neglectful,32,61,57,65,55,70
3466,Authoritarian,34,77,66,56,70,83
3467,Overprotective,57,51,86,62,78,63
3468,Laissez-faire,71,77,76,57,54,50
3469,Authoritative,44,74,84,76,58,81
3470,Positive Reinforcement,32,76,84,80,78,80
3471,Helicopter,82,84,63,57,74,66
3472,Positive Reinforcement,79,64,71,64,64,73
3473,Laissez-faire,64,84,71,78,55,55
3474,Positive Reinforcement,36,82,60,79,88,60
3475,Laissez-faire,59,72,81,60,79,64
3476,Positive Reinforcement,53,76,76,86,70,73
3477,Permissive,82,87,69,51,52,72
3478,Uninvolved,60,57,83,77,72,67
3479,Indulgent,43,87,68,54,78,84
3480,Indulgent,45,53,59,83,51,61
3481,Neglectful,80,54,62,74,85,54
3482,Authoritative,33,65,77,52,62,87
3483,Authoritative,32,67,57,79,69,81
3484,Neglectful,64,67,71,86,53,86
3485,Overprotective,38,57,77,75,80,83
3486,Indulgent,33,78,65,81,84,59
3487,Overprotective,83,70,66,73,69,52
3488,Laissez-faire,48,88,89,66,74,87
3489,Laissez-faire,53,76,89,84,57,77
3490,Authoritarian,89,51,68,65,84,64
3491,Positive Reinforcement,40,53,87,54,56,52
3492,Authoritative,44,61,67,81,68,66
3493,Authoritarian,65,65,86,77,60,85
3494,Uninvolved,60,74,78,52,56,59
3495,Neglectful,37,72,64,75,61,87
3496,Neglectful,31,66,70,70,57,59
3497,Laissez-faire,86,50,56,60,81,60
3498,Indulgent,79,70,85,51,79,75
3499,Overprotective,32,85,71,51,55,80
3500,Authoritative,32,51,86,53,52,70
3501,Authoritarian,50,72,55,76,78,53
3502,Overprotective,80,89,89,73,69,67
3503,Authoritarian,41,51,63,52,53,73
3504,Positive Reinforcement,85,59,66,65,66,53
3505,Uninvolved,43,58,50,87,73,78
3506,Uninvolved,87,78,51,78,72,88
3507,Overprotective,52,75,87,85,73,63
3508,Overprotective,88,85,85,74,88,87
3509,Overprotective,42,78,70,82,85,58
3510,Authoritarian,45,53,54,54,55,86
3511,Positive Reinforcement,46,70,69,62,72,51
3512,Permissive,83,82,71,53,83,74
3513,Overprotective,47,80,89,85,79,51
3514,Indulgent,42,77,72,66,75,86
3515,Authoritative,85,85,50,88,54,75
3516,Authoritative,55,82,62,73,85,59
3517,Authoritarian,74,53,73,78,56,61
3518,Overprotective,69,53,74,69,56,60
3519,Laissez-faire,68,82,77,60,86,73
3520,Neglectful,60,63,53,84,78,87
3521,Permissive,69,58,72,70,58,80
3522,Indulgent,46,73,53,59,86,86
3523,Positive Reinforcement,61,74,89,76,70,59
3524,Laissez-faire,85,56,83,60,84,80
3525,Uninvolved,30,77,69,55,70,63
3526,Laissez-faire,64,54,66,88,71,73
3527,Authoritarian,65,62,79,83,51,62
3528,Permissive,48,51,77,60,53,69
3529,Helicopter,57,69,73,72,62,54
3530,Helicopter,31,61,80,54,84,86
3531,Overprotective,58,76,81,82,56,80
3532,Overprotective,72,56,87,55,83,78
3533,Authoritarian,58,83,78,54,83,60
3534,Positive Reinforcement,72,70,56,72,64,53
3535,Overprotective,48,67,64,88,80,76
3536,Neglectful,86,59,55,65,88,64
3537,Permissive,57,87,66,65,64,79
3538,Authoritarian,63,88,82,84,50,85
3539,Authoritative,60,70,50,75,80,77
3540,Uninvolved,66,65,52,87,58,50
3541,Authoritarian,48,69,62,68,64,68
3542,Authoritarian,61,89,60,81,84,57
3543,Helicopter,58,73,61,62,59,78
3544,Indulgent,38,70,67,50,64,61
3545,Positive Reinforcement,36,80,89,64,68,69
3546,Indulgent,87,59,65,59,76,88
3547,Neglectful,41,69,82,67,55,52
3548,Authoritative,89,63,53,76,50,55
3549,Helicopter,80,68,73,80,52,55
3550,Authoritative,60,79,85,82,88,86
3551,Neglectful,47,65,56,51,51,88
3552,Indulgent,57,71,58,55,86,87
3553,Authoritarian,79,69,86,76,69,56
3554,Overprotective,50,55,68,64,78,62
3555,Overprotective,38,82,78,57,77,88
3556,Laissez-faire,63,68,55,85,65,72
3557,Uninvolved,63,54,85,83,82,50
3558,Positive Reinforcement,76,56,71,55,78,67
3559,Neglectful,53,83,71,74,76,76
3560,Uninvolved,45,69,87,84,57,50
3561,Positive Reinforcement,57,64,52,81,57,69
3562,Uninvolved,75,87,74,88,86,86
3563,Indulgent,80,50,63,73,67,86
3564,Positive Reinforcement,76,54,54,75,62,55
3565,Indulgent,64,83,67,53,85,85
3566,Authoritarian,35,70,77,86,83,81
3567,Helicopter,67,63,79,70,59,74
3568,Indulgent,83,66,85,73,88,81
3569,Overprotective,82,61,55,70,77,71
3570,Uninvolved,81,76,80,65,75,61
3571,Laissez-faire,89,55,67,54,84,83
3572,Permissive,70,88,74,68,68,74
3573,Positive Reinforcement,40,74,83,79,80,70
3574,Neglectful,33,76,57,84,66,80
3575,Laissez-faire,43,51,77,59,63,87
3576,Overprotective,42,71,56,52,81,88
3577,Indulgent,44,81,83,66,66,76
3578,Helicopter,78,66,74,58,72,50
3579,Authoritarian,37,86,50,83,87,71
3580,Permissive,72,51,51,60,54,70
3581,Authoritative,53,75,83,67,50,56
3582,Laissez-faire,40,82,81,52,55,50
3583,Helicopter,77,50,61,85,72,60
3584,Authoritative,64,89,75,88,82,76
3585,Permissive,54,85,71,88,66,70
3586,Neglectful,52,88,80,84,88,71
3587,Neglectful,76,74,82,66,53,70
3588,Uninvolved,74,62,71,83,71,61
3589,Permissive,36,88,57,58,87,74
3590,Permissive,34,85,65,57,70,59
3591,Authoritative,61,61,77,65,62,71
3592,Helicopter,57,70,63,81,67,81
3593,Positive Reinforcement,73,72,53,71,52,50
3594,Authoritative,32,67,73,87,61,68
3595,Authoritarian,59,62,68,52,80,83
3596,Neglectful,87,68,74,79,70,66
3597,Neglectful,73,84,66,88,86,66
3598,Uninvolved,34,83,85,67,80,69
3599,Authoritarian,80,50,51,57,73,51
3600,Neglectful,80,71,76,87,55,52
3601,Authoritative,62,77,57,83,63,55
3602,Authoritarian,49,53,86,70,70,51
3603,Authoritative,59,86,54,65,71,51
3604,Positive Reinforcement,86,56,53,64,62,88
3605,Positive Reinforcement,73,60,55,62,58,57
3606,Neglectful,51,61,78,83,58,72
3607,Neglectful,51,89,57,51,63,57
3608,Helicopter,67,88,59,52,73,67
3609,Positive Reinforcement,58,84,84,64,80,77
3610,Laissez-faire,50,83,59,88,87,60
3611,Laissez-faire,47,67,65,59,54,86
3612,Uninvolved,82,59,61,63,74,53
3613,Positive Reinforcement,77,64,74,54,58,71
3614,Authoritative,40,75,64,67,52,72
3615,Authoritative,39,52,63,57,64,61
3616,Overprotective,64,62,55,50,67,58
3617,Authoritarian,55,83,85,83,88,65
3618,Indulgent,88,66,52,61,78,66
3619,Laissez-faire,79,50,76,61,77,79
3620,Neglectful,73,63,66,77,66,64
3621,Uninvolved,75,50,74,88,74,73
3622,Indulgent,33,73,84,74,81,50
3623,Permissive,39,60,54,88,50,51
3624,Uninvolved,86,52,79,88,58,75
3625,Permissive,68,62,67,56,82,75
3626,Positive Reinforcement,45,71,69,76,68,59
3627,Permissive,87,79,76,55,52,88
3628,Permissive,70,74,66,60,81,50
3629,Helicopter,59,56,83,56,84,81
3630,Helicopter,32,74,57,77,83,80
3631,Helicopter,63,88,61,85,61,79
3632,Positive Reinforcement,54,74,84,59,65,82
3633,Indulgent,67,51,52,85,86,60
3634,Uninvolved,71,83,63,56,77,73
3635,Uninvolved,65,71,64,57,62,64
3636,Neglectful,33,50,88,80,77,67
3637,Helicopter,71,67,52,84,77,75
3638,Positive Reinforcement,39,65,73,75,55,82
3639,Neglectful,42,59,51,67,68,59
3640,Authoritarian,35,80,54,64,85,55
3641,Neglectful,36,62,53,70,50,89
3642,Indulgent,57,83,85,70,88,61
3643,Laissez-faire,88,83,51,76,81,87
3644,Permissive,87,61,60,59,71,74
3645,Helicopter,66,86,66,87,77,51
3646,Laissez-faire,44,89,61,84,76,64
3647,Neglectful,59,66,68,63,57,68
3648,Positive Reinforcement,69,64,62,78,75,60
3649,Permissive,39,62,68,50,69,60
3650,Uninvolved,41,57,69,86,69,89
3651,Authoritative,46,66,70,51,76,54
3652,Permissive,77,60,80,71,88,55
3653,Indulgent,59,89,80,86,54,55
3654,Indulgent,30,50,54,82,54,61
3655,Neglectful,65,81,89,78,57,57
3656,Authoritarian,69,59,51,68,62,70
3657,Indulgent,88,64,60,50,83,59
3658,Indulgent,53,52,73,67,52,72
3659,Positive Reinforcement,67,58,80,65,70,65
3660,Neglectful,50,57,51,89,76,74
3661,Permissive,71,59,75,61,89,82
3662,Authoritarian,61,57,66,88,58,55
3663,Laissez-faire,87,65,60,63,88,86
3664,Authoritative,47,60,62,58,81,53
3665,Helicopter,42,72,75,73,71,69
3666,Uninvolved,66,71,79,71,58,79
3667,Indulgent,73,89,69,84,88,58
3668,Neglectful,50,67,57,67,57,71
3669,Helicopter,47,88,69,74,75,87
3670,Uninvolved,69,52,60,66,82,83
3671,Uninvolved,75,57,77,72,72,88
3672,Laissez-faire,76,54,60,83,60,50
3673,Laissez-faire,55,76,58,81,66,50
3674,Laissez-faire,34,54,85,87,89,70
3675,Overprotective,34,68,76,51,63,57
3676,Overprotective,60,66,55,55,58,71
3677,Uninvolved,57,67,77,77,53,76
3678,Laissez-faire,78,51,62,57,67,57
3679,Positive Reinforcement,42,56,72,53,82,85
3680,Indulgent,78,65,60,78,54,80
3681,Helicopter,40,56,70,87,72,69
3682,Helicopter,30,67,88,51,60,87
3683,Overprotective,53,75,73,68,84,89
3684,Uninvolved,42,78,60,86,50,56
3685,Neglectful,87,65,75,52,60,70
3686,Permissive,47,88,69,81,86,69
3687,Permissive,53,79,78,76,78,68
3688,Overprotective,58,74,53,75,87,50
3689,Neglectful,57,57,67,51,82,66
3690,Overprotective,67,63,61,84,63,66
3691,Permissive,74,71,81,51,72,67
3692,Neglectful,82,63,80,75,85,56
3693,Laissez-faire,51,76,57,51,77,60
3694,Uninvolved,49,84,74,82,65,56
3695,Helicopter,89,89,60,64,64,79
3696,Positive Reinforcement,40,61,75,50,73,89
3697,Authoritarian,80,70,68,81,63,86
3698,Uninvolved,88,60,66,68,66,62
3699,Laissez-faire,49,52,59,63,67,77
3700,Permissive,70,58,83,57,71,73
3701,Laissez-faire,42,68,78,61,66,74
3702,Overprotective,76,72,77,64,68,78
3703,Neglectful,53,65,67,83,55,79
3704,Helicopter,72,53,81,55,57,89
3705,Indulgent,53,81,85,76,57,57
3706,Overprotective,77,50,54,76,72,65
3707,Uninvolved,46,53,67,76,74,77
3708,Overprotective,34,75,65,87,54,69
3709,Uninvolved,83,76,52,59,70,86
3710,Indulgent,59,89,55,86,65,88
3711,Authoritative,43,65,82,76,73,59
3712,Helicopter,44,79,65,77,77,80
3713,Positive Reinforcement,38,87,51,58,53,84
3714,Positive Reinforcement,43,82,51,77,73,87
3715,Authoritarian,39,65,54,80,72,71
3716,Laissez-faire,87,82,77,53,62,57
3717,Authoritative,51,69,50,71,56,56
3718,Positive Reinforcement,60,80,54,82,82,72
3719,Overprotective,42,76,53,74,74,58
3720,Laissez-faire,46,81,78,69,62,81
3721,Authoritative,30,71,51,50,54,67
3722,Neglectful,43,85,64,65,75,64
3723,Neglectful,73,76,54,51,89,86
3724,Laissez-faire,68,74,80,58,57,73
3725,Uninvolved,64,51,75,62,59,74
3726,Uninvolved,84,87,63,55,73,77
3727,Overprotective,82,72,60,61,82,50
3728,Authoritative,30,61,68,62,52,82
3729,Authoritative,56,86,59,57,85,57
3730,Laissez-faire,85,86,66,50,56,80
3731,Permissive,74,70,67,59,61,89
3732,Neglectful,86,60,74,50,68,77
3733,Authoritative,51,70,64,66,85,84
3734,Laissez-faire,63,86,87,70,65,87
3735,Indulgent,38,53,82,61,63,60
3736,Authoritarian,79,75,80,55,51,58
3737,Indulgent,83,69,86,51,71,59
3738,Helicopter,87,56,85,85,62,61
3739,Overprotective,65,87,55,52,85,79
3740,Authoritative,77,76,57,67,83,76
3741,Helicopter,61,66,60,79,62,67
3742,Positive Reinforcement,67,81,75,69,68,71
3743,Helicopter,49,59,78,81,72,77
3744,Laissez-faire,56,60,51,70,81,89
3745,Authoritative,32,67,73,73,84,79
3746,Authoritarian,89,51,67,69,61,75
3747,Laissez-faire,40,84,82,87,56,89
3748,Laissez-faire,53,55,70,59,64,82
3749,Overprotective,58,52,71,55,62,87
3750,Overprotective,34,56,82,66,74,70
3751,Neglectful,62,84,81,86,64,51
3752,Neglectful,37,62,82,51,54,64
3753,Uninvolved,48,87,89,69,55,65
3754,Permissive,33,51,63,64,57,65
3755,Authoritative,70,51,75,78,50,55
3756,Authoritative,64,57,76,56,87,72
3757,Helicopter,59,58,59,85,88,58
3758,Authoritative,34,83,86,77,53,86
3759,Authoritative,89,88,56,74,79,69
3760,Permissive,77,80,66,54,58,69
3761,Positive Reinforcement,69,78,53,79,82,61
3762,Neglectful,67,85,82,79,69,57
3763,Neglectful,32,71,65,83,54,67
3764,Authoritarian,45,72,73,56,65,65
3765,Authoritative,37,62,70,66,65,67
3766,Permissive,74,84,78,54,69,56
3767,Neglectful,34,52,64,88,67,70
3768,Permissive,67,58,77,63,78,72
3769,Indulgent,88,67,67,58,77,58
3770,Positive Reinforcement,64,75,57,50,74,59
3771,Authoritative,37,78,58,68,77,63
3772,Authoritarian,65,61,55,82,68,52
3773,Helicopter,54,88,83,67,67,71
3774,Neglectful,82,72,52,57,76,50
3775,Indulgent,78,68,67,51,70,81
3776,Permissive,86,73,68,55,58,57
3777,Overprotective,37,79,58,87,65,70
3778,Laissez-faire,50,80,62,78,79,56
3779,Authoritative,80,68,89,53,70,76
3780,Authoritative,75,70,54,56,73,61
3781,Indulgent,38,59,88,71,79,78
3782,Permissive,61,53,85,50,55,82
3783,Uninvolved,73,67,73,66,84,89
3784,Authoritative,42,86,86,89,69,74
3785,Uninvolved,52,69,60,89,69,77
3786,Overprotective,89,85,59,73,66,73
3787,Indulgent,88,81,52,78,75,58
3788,Permissive,37,76,66,57,80,50
3789,Permissive,64,73,54,66,82,81
3790,Positive Reinforcement,83,78,86,66,86,88
3791,Laissez-faire,57,73,84,87,54,73
3792,Neglectful,44,78,89,69,85,60
3793,Neglectful,81,88,67,81,77,63
3794,Helicopter,58,67,76,66,82,87
3795,Authoritarian,80,59,75,75,63,50
3796,Indulgent,33,58,80,79,58,70
3797,Overprotective,63,60,62,70,73,59
3798,Permissive,66,61,65,72,85,79
3799,Laissez-faire,53,51,71,75,81,68
3800,Uninvolved,50,75,65,62,69,83
3801,Indulgent,31,58,57,52,76,68
3802,Helicopter,36,66,81,50,89,80
3803,Indulgent,85,84,67,71,82,75
3804,Helicopter,40,52,82,70,65,72
3805,Permissive,41,55,87,87,63,75
3806,Authoritarian,33,72,79,69,82,51
3807,Helicopter,64,84,62,74,57,79
3808,Permissive,69,64,62,67,88,58
3809,Permissive,55,57,53,62,77,54
3810,Authoritarian,47,81,89,68,73,62
3811,Neglectful,84,83,55,50,72,60
3812,Indulgent,87,60,86,88,50,79
3813,Authoritative,85,52,64,67,70,67
3814,Authoritative,66,78,76,72,52,84
3815,Uninvolved,45,59,81,74,50,51
3816,Uninvolved,84,67,56,89,54,59
3817,Authoritative,41,67,80,66,70,74
3818,Overprotective,70,61,73,71,82,64
3819,Authoritative,69,76,51,85,62,69
3820,Uninvolved,66,68,57,86,77,59
3821,Laissez-faire,81,82,56,65,71,73
3822,Uninvolved,48,74,50,75,83,68
3823,Overprotective,44,51,87,81,83,50
3824,Indulgent,51,51,57,67,83,84
3825,Authoritative,49,54,53,86,69,68
3826,Authoritarian,72,71,79,79,71,88
3827,Laissez-faire,81,82,68,70,74,51
3828,Permissive,42,54,86,74,69,85
3829,Overprotective,52,77,69,65,68,84
3830,Uninvolved,60,63,62,58,54,85
3831,Authoritarian,55,89,81,84,80,79
3832,Helicopter,74,59,51,81,61,79
3833,Neglectful,61,64,62,87,50,85
3834,Authoritative,50,59,57,59,56,69
3835,Neglectful,46,53,81,51,53,72
3836,Overprotective,58,67,63,73,69,60
3837,Helicopter,82,66,70,83,82,84
3838,Helicopter,58,80,82,78,55,56
3839,Helicopter,77,82,85,88,89,69
3840,Permissive,51,74,70,79,72,68
3841,Overprotective,78,61,55,80,65,73
3842,Indulgent,48,70,54,89,67,72
3843,Neglectful,83,66,79,65,76,78
3844,Indulgent,43,69,77,79,77,74
3845,Authoritarian,84,78,86,84,61,78
3846,Positive Reinforcement,68,52,61,87,77,71
3847,Laissez-faire,52,56,60,60,69,53
3848,Laissez-faire,70,82,55,55,51,83
3849,Indulgent,31,75,69,67,58,51
3850,Positive Reinforcement,80,69,76,56,58,54
3851,Positive Reinforcement,84,86,78,64,76,88
3852,Authoritative,61,81,58,78,69,89
3853,Authoritarian,67,84,89,87,60,74
3854,Overprotective,62,70,56,53,67,50
3855,Positive Reinforcement,87,57,70,78,66,50
3856,Uninvolved,36,51,67,65,80,56
3857,Laissez-faire,77,65,64,65,62,66
3858,Uninvolved,63,76,51,54,72,60
3859,Authoritarian,33,85,82,67,87,79
3860,Positive Reinforcement,52,59,60,70,86,51
3861,Neglectful,49,77,55,74,67,81
3862,Laissez-faire,51,66,62,50,58,76
3863,Authoritative,75,74,66,85,66,75
3864,Authoritative,58,64,74,55,70,71
3865,Helicopter,72,67,54,53,74,86
3866,Permissive,70,77,63,53,73,55
3867,Positive Reinforcement,66,51,78,50,73,50
3868,Authoritarian,32,89,79,82,80,76
3869,Laissez-faire,51,80,61,52,55,63
3870,Permissive,49,80,76,56,84,88
3871,Authoritarian,54,74,80,65,67,82
3872,Indulgent,63,50,78,72,63,52
3873,Positive Reinforcement,71,67,76,65,79,77
3874,Overprotective,82,65,54,50,72,86
3875,Overprotective,58,86,58,51,56,71
3876,Positive Reinforcement,86,86,75,60,57,55
3877,Helicopter,39,56,76,50,62,58
3878,Helicopter,68,55,64,63,89,50
3879,Overprotective,76,63,64,51,64,72
3880,Neglectful,66,71,83,81,74,65
3881,Laissez-faire,69,80,63,79,66,64
3882,Overprotective,79,59,51,81,76,70
3883,Neglectful,49,89,55,65,67,50
3884,Permissive,67,85,65,76,76,63
3885,Neglectful,52,87,58,86,79,66
3886,Permissive,40,83,65,79,66,86
3887,Authoritarian,37,52,71,50,59,80
3888,Uninvolved,58,72,68,60,65,80
3889,Authoritarian,65,66,57,82,81,74
3890,Overprotective,54,78,70,78,62,85
3891,Permissive,68,50,52,77,63,52
3892,Overprotective,63,52,64,78,65,81
3893,Positive Reinforcement,76,63,51,67,58,65
3894,Laissez-faire,61,60,71,87,80,86
3895,Authoritative,70,79,66,60,80,80
3896,Overprotective,52,70,65,67,68,83
3897,Laissez-faire,50,65,63,75,78,62
3898,Neglectful,48,58,54,72,69,54
3899,Authoritarian,54,51,70,84,51,57
3900,Neglectful,52,75,65,85,88,84
3901,Authoritative,48,52,80,59,54,67
3902,Permissive,34,64,81,74,89,60
3903,Positive Reinforcement,48,61,65,72,72,72
3904,Laissez-faire,64,68,58,63,52,60
3905,Positive Reinforcement,41,63,86,67,79,62
3906,Uninvolved,68,64,58,81,81,88
3907,Overprotective,54,72,70,56,56,78
3908,Permissive,34,60,57,64,57,70
3909,Uninvolved,41,52,73,82,81,85
3910,Indulgent,56,50,65,63,62,87
3911,Overprotective,33,53,80,51,77,56
3912,Neglectful,81,70,69,63,77,89
3913,Authoritarian,48,74,54,85,50,68
3914,Laissez-faire,74,69,51,76,72,76
3915,Authoritative,76,59,52,56,60,64
3916,Authoritative,53,67,81,77,67,75
3917,Neglectful,71,82,74,59,57,86
3918,Helicopter,57,84,84,55,69,86
3919,Authoritative,62,74,79,77,88,55
3920,Laissez-faire,64,52,64,52,55,64
3921,Neglectful,79,62,78,79,50,88
3922,Permissive,45,84,51,83,64,67
3923,Authoritative,41,74,55,89,77,67
3924,Positive Reinforcement,45,67,78,75,69,81
3925,Neglectful,40,79,85,85,77,82
3926,Laissez-faire,72,89,71,52,73,57
3927,Positive Reinforcement,57,79,55,52,75,61
3928,Overprotective,52,73,78,52,50,71
3929,Overprotective,83,75,66,77,75,83
3930,Authoritative,75,50,81,77,68,88
3931,Positive Reinforcement,46,82,67,75,86,66
3932,Authoritarian,48,57,74,65,68,67
3933,Overprotective,40,61,67,60,51,66
3934,Authoritarian,33,57,60,81,84,76
3935,Permissive,39,60,54,75,72,63
3936,Neglectful,88,63,76,56,80,55
3937,Uninvolved,84,67,55,84,53,73
3938,Laissez-faire,48,89,60,83,57,60
3939,Neglectful,65,50,89,77,85,52
3940,Laissez-faire,72,70,78,54,55,77
3941,Positive Reinforcement,68,59,81,61,60,62
3942,Permissive,81,86,53,76,70,84
3943,Indulgent,70,78,54,66,64,52
3944,Authoritative,89,89,67,72,67,57
3945,Laissez-faire,51,73,57,74,87,67
3946,Laissez-faire,31,85,72,62,52,87
3947,Positive Reinforcement,88,67,87,57,60,55
3948,Authoritarian,62,64,61,67,61,53
3949,Neglectful,69,81,70,65,79,81
3950,Indulgent,56,87,71,62,86,67
3951,Helicopter,48,69,81,55,85,62
3952,Authoritative,84,83,77,73,55,58
3953,Uninvolved,77,58,67,77,88,50
3954,Helicopter,75,83,52,75,86,63
3955,Neglectful,33,84,79,64,81,78
3956,Authoritative,48,76,62,81,77,56
3957,Laissez-faire,54,67,50,82,55,87
3958,Uninvolved,83,70,84,75,89,63
3959,Authoritarian,83,67,88,85,62,81
3960,Indulgent,35,76,75,60,62,74
3961,Authoritarian,76,80,66,85,86,63
3962,Permissive,42,77,81,77,78,75
3963,Positive Reinforcement,80,82,71,63,57,72
3964,Authoritative,51,64,88,80,64,70
3965,Authoritarian,33,85,74,51,81,74
3966,Helicopter,31,68,81,61,84,79
3967,Positive Reinforcement,32,84,73,86,56,70
3968,Authoritarian,75,81,57,66,58,62
3969,Overprotective,59,88,79,89,71,62
3970,Permissive,33,61,62,78,89,70
3971,Neglectful,77,78,72,58,76,68
3972,Indulgent,72,83,86,50,79,85
3973,Permissive,58,65,62,50,60,87
3974,Positive Reinforcement,74,71,79,87,50,70
3975,Overprotective,62,57,55,55,71,89
3976,Authoritative,42,61,79,68,57,54
3977,Helicopter,76,83,83,75,58,77
3978,Indulgent,68,65,66,71,66,52
3979,Indulgent,61,58,73,50,86,86
3980,Permissive,57,76,58,85,51,63
3981,Positive Reinforcement,66,84,68,53,77,79
3982,Authoritative,57,60,80,65,82,69
3983,Laissez-faire,56,68,74,73,78,55
3984,Overprotective,54,80,82,66,61,79
3985,Laissez-faire,59,64,87,63,83,67
3986,Helicopter,35,76,86,77,79,85
3987,Authoritative,59,82,84,69,73,74
